"group","group_name","sentence","intercept","hard_rank","easy_rank"
"basic_event","Basic Event","sophia plays with jigsaw inside",0.19782857047567,136,57
"basic_event","Basic Event","charlie plays with ball",0.294005485751198,137,56
"basic_event","Basic Event","boy plays with ball",0.301769841664214,138,55
"basic_event","Basic Event","ball is played with outside by sophia",0.316491696702247,139,54
"basic_event","Basic Event","ball is played with by sophia outside",0.330100450342299,140,53
"basic_event","Basic Event","sophia plays with ball outside",0.337898488160438,141,52
"basic_event","Basic Event","sophia plays outside with ball",0.345638496611563,142,51
"basic_event","Basic Event","heidi plays with ball",0.347045679324159,143,50
"basic_event","Basic Event","ball is played with outside by heidi",0.352133312937977,144,49
"basic_event","Basic Event","ball is played with by charlie",0.369038191577329,145,48
"basic_event","Basic Event","ball is played with by heidi outside",0.374985784594952,146,47
"basic_event","Basic Event","ball is played with by boy",0.378886049140635,147,46
"basic_event","Basic Event","heidi plays with ball outside",0.390831909117399,148,45
"basic_event","Basic Event","ball is played with by heidi",0.400828324170164,149,44
"basic_event","Basic Event","heidi plays outside with ball",0.40544863114215,150,43
"basic_event","Basic Event","puzzle is played with in bedroom by charlie",0.41135130569779,151,42
"basic_event","Basic Event","sophia plays with ball",0.411872230749164,152,41
"basic_event","Basic Event","charlie plays with puzzle",0.412295284786459,153,40
"basic_event","Basic Event","puzzle is played with inside by charlie",0.413504400483894,154,39
"basic_event","Basic Event","boy plays with puzzle",0.416134017294831,155,38
"basic_event","Basic Event","jigsaw is played with in bedroom by charlie",0.41971426295644,156,37
"basic_event","Basic Event","charlie plays with jigsaw",0.421739025811868,157,36
"basic_event","Basic Event","boy plays with jigsaw",0.423386062629272,158,35
"basic_event","Basic Event","jigsaw is played with inside by charlie",0.423425781176406,159,34
"basic_event","Basic Event","puzzle is played with inside by boy",0.430915662435963,160,33
"basic_event","Basic Event","puzzle is played with in bedroom by boy",0.43296376290433,161,32
"basic_event","Basic Event","puzzle is played with by charlie in bedroom",0.433401814729352,162,31
"basic_event","Basic Event","jigsaw is played with by charlie in bedroom",0.433908386242101,163,30
"basic_event","Basic Event","jigsaw is played with in bedroom by boy",0.435062482042141,164,29
"basic_event","Basic Event","jigsaw is played with inside by boy",0.442189988922485,165,28
"basic_event","Basic Event","puzzle is played with by charlie",0.442836660267311,166,27
"basic_event","Basic Event","puzzle is played with by boy in bedroom",0.443079344549263,167,26
"basic_event","Basic Event","jigsaw is played with by boy in bedroom",0.445421467376984,168,25
"basic_event","Basic Event","puzzle is played with by boy",0.447646259451909,169,24
"basic_event","Basic Event","jigsaw is played with by charlie",0.448124327721372,170,23
"basic_event","Basic Event","puzzle is played with by charlie inside",0.450343430198053,171,22
"basic_event","Basic Event","jigsaw is played with by boy",0.454611503461405,172,21
"basic_event","Basic Event","puzzle is played with by boy inside",0.454867401861868,173,20
"basic_event","Basic Event","charlie plays with puzzle in bedroom",0.458811567809676,174,19
"basic_event","Basic Event","jigsaw is played with by charlie inside",0.459131104629622,175,18
"basic_event","Basic Event","charlie plays in bedroom with puzzle",0.460346635502006,176,17
"basic_event","Basic Event","charlie plays with jigsaw in bedroom",0.462756728124638,177,16
"basic_event","Basic Event","charlie plays inside with puzzle",0.463327069811207,178,15
"basic_event","Basic Event","boy plays with puzzle in bedroom",0.463716943328052,179,14
"basic_event","Basic Event","boy plays in bedroom with puzzle",0.463835723573561,180,13
"basic_event","Basic Event","boy plays with puzzle inside",0.464795351831671,181,12
"basic_event","Basic Event","boy plays with jigsaw inside",0.46519801827319,182,11
"basic_event","Basic Event","boy plays inside with puzzle",0.465250238777542,183,10
"basic_event","Basic Event","boy plays with jigsaw in bedroom",0.466601751419544,184,9
"basic_event","Basic Event","charlie plays with jigsaw inside",0.468181303149456,185,8
"basic_event","Basic Event","charlie plays with puzzle inside",0.468396012984536,186,7
"basic_event","Basic Event","jigsaw is played with by boy inside",0.468552333266332,187,6
"basic_event","Basic Event","boy plays inside with jigsaw",0.472375433161904,188,5
"basic_event","Basic Event","charlie plays inside with jigsaw",0.474242226450937,189,4
"basic_event","Basic Event","charlie plays in bedroom with jigsaw",0.474453848820853,190,3
"basic_event","Basic Event","boy plays in bedroom with jigsaw",0.477986431894858,191,2
"basic_event","Basic Event","ball is played with by sophia",0.478579993809541,192,1
